name,time,app,authority,status,times,时间,备注,
jkl,18,微信,0,allow,12,5:56,,1414
jkl,18,qq,1,allow,25,6:02,,1898
jkl,21,同心云,0,forbidden,17,6:08,,302
jkl,21,精品推荐,0,forbidden,1,6:06,从来没有使用,34
jkl,21,超级课程表,0,allow,3,6:06,,46
jkl,21,超级课程表,1,allow,15,7:06,,344
jkl,21,百度,0,allow,3,6:45,,112
jkl,21,百度,1,allow,38,6:55,,3429
jkl,21,支付宝,1,allow,1,6:45,,16805
jkl,21,澎湃新闻,0,allow,6,7:25,,24
jkl,21,澎湃新闻,1,allow,195,7:28,,1070
jkl,21,微信,1,allow,5,8:35,,14085
jkl,21,qq,0,allow,8,8:35,,1046
jkl,21,qq,1,allow,20,8:36,,1918
jkl,21,微信,0,allow,6,8:56,,1420
jkl,24,支付宝,1,allow,12,21:26,,16493
jkl,24,微信,1,allow,9,22:20,,13276
jkl,24,qq,0,allow,2,23:30,,1024
jkl,24,qq,1,allow,2,0:04,,1876
jkl,24,微信,0,allow,3,0:04,,1384
lp,9,qq,0,allow,4,5:17,12：50睡前截图,,,
lp,9,微信,0,allow,8,8:58,,,,
lp,9,快应用中心,0,allow,2,8:59,9：00截图,没有使用过快应用中心，甚至没找到,,
lp,12,知乎,0,allow,2,9:17,,,,
lp,12,京东,0,allow,4,10:24,,,,
lp,12,爱奇艺,0,allow,6,11:39,,,,
lp,12,微博,0,allow,5,11:41,,,,
lp,12,qq,0,allow,6,11:46,,,,
lp,12,手机淘宝,0,allow,6,11:47,,,,
lp,12,支付宝,0,allow,5,11:50,,,,
lp,12,一淘,0,allow,8,11:52,,,,
lp,12,快应用中心,0,allow,3,11:54,,,,
lp,12,微信,0,allow,10,12:00,12：01截图,,,
lp,15,快应用中心,0,allow,1,12:04,,,582,
lp,15,qq,0,allow,2,12:46,,,1248,
lp,15,百度地图,0,allow,2,12:54,,,132,
lp,15,手机淘宝,0,allow,1,12:56,,,645,
lp,15,手机淘宝,1,allow,1,12:56,,,1744,
lp,15,百度地图,5,allow,7,12:58,,,246,
lp,15,百度地图,1,allow,113,12:59,,,15182,
lp,15,微信,1,allow,97,1:07,,,9822,
lp,15,微信,5,allow,10,1:11,,,90,
lp,15,支付宝,0,allow,2,1:49,去游泳了,,249,
lp,15,微信,0,allow,4,3:49,15：50截图,,1592,
lp,18,qq,1,allow,8,4:13,,211,,
lp,18,饿了么,0,allow,8,16:22,,27,,
lp,18,饿了么,1,allow,257,16:23,,1037,,
lp,18,微博,0,allow,1,16:25,,372,,
lp,18,支付宝,1,allow,2,16:44,,1451,,
lp,18,滴滴出行,1,allow,2,16:46,,422,,
lp,18,微信,1,allow,498,16:52,,10320,,
lp,18,支付宝,0,allow,1,16:53,,250,,
lp,18,滴滴出行,0,allow,2,17:03,,3,,
lp,18,高德地图,0,allow,12,17:03,,2901,,
lp,18,腾讯视频,0,allow,4,17:03,,94,,
lp,18,手机淘宝,0,allow,4,17:06,,649,,
lp,18,快应用中心,0,allow,7,17:09,,589,,没用qq
lp,18,微信,0,allow,11,17:53,,1603,,
lp,18,qq,0,allow,10,17:55,没有在用qq,1258,,
lp,18,qq,2,allow,1,17:56,,41,,
lp,18,微信,5,allow,1,18:12,,91,,
lp,21,百度,0,forbidden,50,20:42,,1484,,
lp,21,夸克,0,forbidden,258,20:52,,1371,,
lp,21,快应用中心,0,allow,3,20:08,,592,,
lp,21,支付宝,0,allow,3,20:19,,253,,
lp,21,新浪新闻,0,allow,2,20:23,没有使用,6,,
lp,21,黄油相机,0,allow,3,20:23,在拍照,8,,
lp,21,wifi万能钥匙,0,allow,5,20:24,,69,,
lp,21,微信,5,allow,3,20:28,,94,,
lp,21,微信,4,allow,17,20:29,,145,,
lp,21,qq,0,allow,7,20:34,,1265,,
lp,21,高德地图,0,allow,34,20:36,没有使用,2935,,
lp,21,微博,0,allow,5,20:36,没有使用,377,,
lp,21,手机淘宝,0,allow,19,20:46,,668,,
lp,21,轻颜相机,0,allow,2,20:54,,36,,
lp,21,轻颜相机,4,allow,1,20:54,,23,,
lp,21,微信,0,allow,9,21:06,,1612,,
lp,24,高德地图,0,allow,6,,,2869,,
lp,24,微信,2,allow,8,23:31,,4964,,
lp,24,手机淘宝,0,allow,1,23:32,,627,,
lp,24,爱奇艺,0,allow,6,23:50,,251,,
lp,24,微信,0,allow,3,23:50,,1539,,
lp,24,qq,0,allow,7,23:51,,1188,,
lp,24,知乎,0,allow,1,23:51,,110,,
lp,24,快应用中心,0,allow,16,0:02,,576,,
csj,9,微博,0,allow,3,1:11,忍不住玩了一下,
csj,9,微博,1,allow,40,1:16,,
csj,9,qq,1,allow,2,4:39,1：08睡前截图,
csj,9,qq,0,allow,3,4:44,,
csj,9,qq,2,allow,238,5:29,,
csj,9,qq,3,allow,3,5:29,,
csj,9,支付宝,0,allow,2,7:58,,
csj,9,支付宝,1,allow,3,7:59,,
csj,9,快应用中心,0,allow,2,8:13,没有使用过快应用中心,
csj,9,微信,1,allow,1,8:39,,
csj,9,微信,0,allow,5,8:39,8：40睡醒截图,
csj,12,qq,2,allow,79,10:34,,
csj,12,qq,3,allow,1,10:34,,
csj,12,微信,4,allow,1,10:35,,
csj,12,爱奇艺,1,已禁用,1,10:51,,
csj,12,爱奇艺,0,allow,2,10:51,,
csj,12,场库,0,已禁用,4,10:52,,
csj,12,支付宝,0,allow,2,10:57,,
csj,12,支付宝,1,allow,2,10:57,,
csj,12,微信,1,allow,2,11:09,,
csj,12,微博,0,allow,6,11:12,,
csj,12,微信,0,allow,8,11:20,,
csj,12,微博,1,allow,154,11:20,,
csj,12,豆瓣,0,allow,1,11:58,,
csj,12,豆瓣,1,allow,12,11:58,,
csj,12,快应用中心,0,allow,9,12:00,,
csj,12,手机淘宝,1,allow,170,12:05,,
csj,12,手机淘宝,0,allow,13,12:05,12:05截图,
csj,15,qq,0,allow,1,13:00,,552
csj,15,豆瓣,0,allow,1,13:39,,9
csj,15,豆瓣,1,allow,12,13:39,,161
csj,15,快应用中心,0,allow,2,13:43,,278
csj,15,微信,4,allow,3,14:17,,627
csj,15,微信,1,allow,2,14:19,,61616
csj,15,网易云音乐,0,allow,4,14:32,,113
csj,15,网易云音乐,1,allow,24,14:32,,839
csj,15,抖音短视频,0,allow,10,14:39,,203
csj,15,抖音短视频,1,allow,24,14:49,,436
csj,15,微博,0,allow,3,14:57,,617
csj,15,微博,1,allow,44,15:01,,21978
csj,15,微信,0,allow,6,15:01,15：02截图,1361
csj,18,微信,4,allow,1,15:08,,628
csj,18,快应用中心,0,allow,2,15:11,没用,280
csj,18,微博,0,allow,3,4:36,,620
csj,18,微博,1,allow,294,6:48,,22272
csj,18,微信,0,allow,10,6:48,,1371
csj,18,微信,1,allow,2,18:48,,61618
csj,18,支付宝,0,allow,6,18:48,,950
csj,18,支付宝,1,allow,8,18:48,,13349
csj,21,同心云,0,allow,3,6:54,,51
csj,21,知乎,1,allow,43,18:55,,3172
csj,21,知乎,0,allow,2,18:56,,80
csj,21,微信,5,allow,1,19:17,,209
csj,21,豆瓣,0,allow,1,19:46,,10
csj,21,豆瓣,1,allow,12,19:46,,173
csj,21,抖音短视频,0,allow,10,19:57,没用，但是有通知信息,213
csj,21,抖音短视频,1,allow,20,19:59,,456
csj,21,手机淘宝,0,allow,15,20:32,,687
csj,21,手机淘宝,1,allow,71,20:32,,7362
csj,21,微博,0,allow,6,20:33,,623
csj,21,支付宝,0,allow,6,20:35,,956
csj,21,qq,1,allow,8,20:38,,604
csj,21,高德地图,0,allow,13,20:39,,1300
csj,21,高德地图,1,allow,6,20:39,,21610
csj,21,支付宝,1,allow,18,20:43,,13367
csj,21,微博,1,allow,129,20:50,,22401
csj,21,qq,0,allow,3,20:52,,555
csj,21,微信,4,allow,3,20:53,,631
csj,21,快应用中心,0,allow,9,20:55,没用,289
csj,21,微信,0,allow,6,21:08,,1377
csj,21,微信,1,allow,104,21:08,,61722
csj,24,精品推荐,0,已禁用,2,21:45,,30
csj,24,支付宝,4,allow,4,21:45,,138
csj,24,支付宝,1,allow,5,21:50,,13142
csj,24,支付宝,2,allow,0,21:52,,445
csj,24,支付宝,0,allow,5,21:52,,921
csj,24,高德地图,0,allow,14,21:52,没用,1314
csj,24,高德地图,1,allow,9,21:52,,21619
csj,24,微信,4,allow,21,21:52,,610
csj,24,qq,0,allow,7,22:45,,548
csj,24,抖音短视频,0,allow,9,22:52,,222
csj,24,抖音短视频,1,allow,7,22:52,,463
csj,24,微信,1,allow,10,23:37,,60202
csj,24,微博,0,allow,3,23:49,,610
csj,24,快应用中心,0,allow,13,23:55,,302
csj,24,微博,1,allow,2,0:07,,22633
csj,24,微信,0,allow,6,0:07,,1341
